id,channel,io,value,datetime
7284524,0,0,15.67389,2024-01-11 00:16:10.000000
7284525,1,1,15.60944,2024-01-11 00:16:10.000000
7284526,1,0,15.61222,2024-01-11 00:16:10.000000
7284527,0,1,15.57611,2024-01-11 00:17:11.000000
7284528,0,1,15.57333,2024-01-11 00:18:14.000000
7284529,0,1,15.59944,2024-01-11 00:19:14.000000
7284530,0,0,15.66111,2024-01-11 00:17:11.000000
7284531,0,0,15.62,2024-01-11 00:18:14.000000
7284532,0,0,15.63778,2024-01-11 00:19:14.000000
7284533,1,1,15.59944,2024-01-11 00:17:11.000000
7284534,1,1,15.57611,2024-01-11 00:18:14.000000
7284535,1,1,15.61444,2024-01-11 00:19:14.000000
7284536,1,0,15.58889,2024-01-11 00:17:11.000000
7284537,1,0,15.54,2024-01-11 00:18:14.000000
7284538,1,0,15.58889,2024-01-11 00:19:14.000000
7284539,0,1,15.59167,2024-01-11 00:20:14.000000
7284540,0,0,15.64833,2024-01-11 00:20:14.000000
7284541,1,1,15.59944,2024-01-11 00:20:14.000000
7284542,1,0,15.56333,2024-01-11 00:20:14.000000
7284543,0,1,15.61444,2024-01-11 00:21:14.000000
7284544,0,1,15.65555,2024-01-11 00:22:14.000000
7284545,0,1,15.55278,2024-01-11 00:23:14.000000
7284546,0,0,15.66611,2024-01-11 00:21:14.000000
7284547,0,0,15.69944,2024-01-11 00:22:14.000000
7284548,0,0,15.60167,2024-01-11 00:23:14.000000
7284549,1,1,15.63278,2024-01-11 00:21:14.000000
7284550,1,1,15.64556,2024-01-11 00:22:14.000000
7284551,1,1,15.57111,2024-01-11 00:23:14.000000
7284552,1,0,15.60944,2024-01-11 00:21:14.000000
7284553,1,0,15.61722,2024-01-11 00:22:14.000000
7284554,1,0,15.535,2024-01-11 00:23:14.000000
7284555,0,1,15.54778,2024-01-11 00:24:17.000000
7284556,0,0,15.59389,2024-01-11 00:24:17.000000
7284557,1,1,15.57611,2024-01-11 00:24:17.000000
7284558,1,0,15.545,2024-01-11 00:24:17.000000
7284559,0,1,15.58889,2024-01-11 00:25:17.000000
7284560,0,1,15.54778,2024-01-11 00:26:20.000000
7284561,0,1,15.61722,2024-01-11 00:27:20.000000
7284562,0,0,15.61722,2024-01-11 00:25:17.000000
7284563,0,0,15.59167,2024-01-11 00:26:20.000000
7284564,0,0,15.58889,2024-01-11 00:27:20.000000
7284565,1,1,15.58111,2024-01-11 00:25:17.000000
7284566,1,1,15.57889,2024-01-11 00:26:20.000000
7284567,1,1,15.62778,2024-01-11 00:27:20.000000
7284568,1,0,15.55056,2024-01-11 00:25:17.000000
7284569,1,0,15.54778,2024-01-11 00:26:20.000000
7284570,1,0,15.54778,2024-01-11 00:27:20.000000
7284571,0,1,15.64556,2024-01-11 00:28:20.000000
7284572,0,0,15.68389,2024-01-11 00:28:20.000000
7284573,1,1,15.64833,2024-01-11 00:28:20.000000
7284574,1,0,15.61222,2024-01-11 00:28:20.000000
7284575,0,1,15.65056,2024-01-11 00:29:20.000000
7284576,0,1,15.66611,2024-01-11 00:30:20.000000
7284577,0,1,15.56056,2024-01-11 00:31:20.000000
7284578,0,0,15.68167,2024-01-11 00:29:20.000000
7284579,0,0,15.67389,2024-01-11 00:30:20.000000
7284580,0,0,15.59944,2024-01-11 00:31:20.000000
7284581,1,1,15.64278,2024-01-11 00:29:20.000000
7284582,1,1,15.65833,2024-01-11 00:30:20.000000
7284583,1,1,15.56833,2024-01-11 00:31:20.000000
7284584,1,0,15.62222,2024-01-11 00:29:20.000000
7284585,1,0,15.60722,2024-01-11 00:30:20.000000
7284586,1,0,15.545,2024-01-11 00:31:20.000000
7284587,0,1,15.57111,2024-01-11 00:32:20.000000
7284588,0,0,15.62,2024-01-11 00:32:20.000000
7284589,1,1,15.57889,2024-01-11 00:32:20.000000
7284590,1,0,15.55278,2024-01-11 00:32:20.000000
7284591,0,1,15.60944,2024-01-11 00:33:20.000000
7284592,0,1,15.57611,2024-01-11 00:34:20.000000
7284593,0,1,15.62778,2024-01-11 00:35:20.000000
7284594,0,0,15.65056,2024-01-11 00:33:20.000000
7284595,0,0,15.62778,2024-01-11 00:34:20.000000
7284596,0,0,15.63778,2024-01-11 00:35:20.000000
7284597,1,1,15.60167,2024-01-11 00:33:20.000000
7284598,1,1,15.58667,2024-01-11 00:34:20.000000
7284599,1,1,15.64278,2024-01-11 00:35:20.000000
7284600,1,0,15.55556,2024-01-11 00:33:20.000000
7284601,1,0,15.55278,2024-01-11 00:34:20.000000
7284602,1,0,15.59389,2024-01-11 00:35:20.000000
7284603,0,1,15.57611,2024-01-11 00:36:20.000000
7284604,0,0,15.62222,2024-01-11 00:36:20.000000
7284605,1,1,15.58111,2024-01-11 00:36:20.000000
7284606,1,0,15.56333,2024-01-11 00:36:20.000000
7284607,0,1,15.62,2024-01-11 00:37:20.000000
7284608,0,1,15.56333,2024-01-11 00:38:20.000000
7284609,0,1,15.535,2024-01-11 00:39:20.000000
7284610,0,0,15.64833,2024-01-11 00:37:20.000000
7284611,0,0,15.62,2024-01-11 00:38:20.000000
7284612,0,0,15.57611,2024-01-11 00:39:20.000000
7284613,1,1,15.61222,2024-01-11 00:37:20.000000
7284614,1,1,15.58667,2024-01-11 00:38:20.000000
7284615,1,1,15.56056,2024-01-11 00:39:20.000000
7284616,1,0,15.60944,2024-01-11 00:37:20.000000
7284617,1,0,15.55833,2024-01-11 00:38:20.000000
7284618,1,0,15.53222,2024-01-11 00:39:20.000000
7284619,0,1,15.64833,2024-01-11 00:40:20.000000
7284620,0,0,15.66611,2024-01-11 00:40:20.000000
7284621,1,1,15.66111,2024-01-11 00:40:20.000000
7284622,1,0,15.625,2024-01-11 00:40:20.000000
7284623,0,1,15.57889,2024-01-11 00:41:20.000000
7284624,0,1,15.59944,2024-01-11 00:42:20.000000
7284625,0,1,15.57889,2024-01-11 00:43:20.000000
7284626,0,0,15.62778,2024-01-11 00:41:20.000000
7284627,0,0,15.63278,2024-01-11 00:42:20.000000
7284628,0,0,15.62222,2024-01-11 00:43:20.000000
7284629,1,1,15.59944,2024-01-11 00:41:20.000000
7284630,1,1,15.60444,2024-01-11 00:42:20.000000
7284631,1,1,15.59944,2024-01-11 00:43:20.000000
7284632,1,0,15.57611,2024-01-11 00:41:20.000000
7284633,1,0,15.58111,2024-01-11 00:42:20.000000
7284634,1,0,15.57333,2024-01-11 00:43:20.000000
7284635,0,1,15.60167,2024-01-11 00:44:20.000000
7284636,0,1,15.62,2024-01-11 00:45:20.000000
7284637,0,0,15.625,2024-01-11 00:44:20.000000
7284638,0,0,15.67389,2024-01-11 00:45:20.000000
7284639,1,1,15.60444,2024-01-11 00:44:20.000000
7284640,1,1,15.64056,2024-01-11 00:45:20.000000
7284641,1,0,15.56833,2024-01-11 00:44:20.000000
7284642,1,0,15.59944,2024-01-11 00:45:20.000000
7284643,0,1,15.57889,2024-01-11 00:46:20.000000
7284644,0,1,15.60444,2024-01-11 00:47:20.000000
7284645,0,0,15.61222,2024-01-11 00:46:20.000000
7284646,0,0,15.63778,2024-01-11 00:47:20.000000
7284647,1,1,15.60444,2024-01-11 00:46:20.000000
7284648,1,1,15.62,2024-01-11 00:47:20.000000
7284649,1,0,15.58111,2024-01-11 00:46:20.000000
7284650,1,0,15.58389,2024-01-11 00:47:20.000000
7284651,0,1,15.61722,2024-01-11 00:48:20.000000
7284652,0,1,15.57333,2024-01-11 00:49:20.000000
7284653,0,0,15.65833,2024-01-11 00:48:20.000000
7284654,0,0,15.61444,2024-01-11 00:49:20.000000
7284655,1,1,15.59944,2024-01-11 00:48:20.000000
7284656,1,1,15.62,2024-01-11 00:49:20.000000
7284657,1,0,15.58389,2024-01-11 00:48:20.000000
7284658,1,0,15.58389,2024-01-11 00:49:20.000000
7284659,0,1,15.63,2024-01-11 00:50:20.000000
7284660,0,1,15.61222,2024-01-11 00:51:20.000000
7284661,0,0,15.67111,2024-01-11 00:50:20.000000
7284662,0,0,15.625,2024-01-11 00:51:20.000000
7284663,1,1,15.62778,2024-01-11 00:50:20.000000
7284664,1,1,15.58111,2024-01-11 00:51:20.000000
7284665,1,0,15.59944,2024-01-11 00:50:20.000000
7284666,1,0,15.55278,2024-01-11 00:51:20.000000
7284667,0,1,15.60944,2024-01-11 00:52:20.000000
7284668,0,1,15.59167,2024-01-11 00:53:20.000000
7284669,0,0,15.65833,2024-01-11 00:52:20.000000
7284670,0,0,15.64556,2024-01-11 00:53:20.000000
7284671,1,1,15.61722,2024-01-11 00:52:20.000000
7284672,1,1,15.60444,2024-01-11 00:53:20.000000
7284673,1,0,15.60444,2024-01-11 00:52:20.000000
7284674,1,0,15.58389,2024-01-11 00:53:20.000000
7284675,0,1,15.58889,2024-01-11 00:54:20.000000
7284676,0,1,15.61444,2024-01-11 00:55:20.000000
7284677,0,0,15.625,2024-01-11 00:54:20.000000
7284678,0,0,15.65555,2024-01-11 00:55:20.000000
7284679,1,1,15.61722,2024-01-11 00:54:20.000000
7284680,1,1,15.62,2024-01-11 00:55:20.000000
7284681,1,0,15.57889,2024-01-11 00:54:20.000000
7284682,1,0,15.58667,2024-01-11 00:55:20.000000
7284683,0,1,15.61722,2024-01-11 00:56:20.000000
7284684,0,1,15.59167,2024-01-11 00:57:20.000000
7284685,0,0,15.67611,2024-01-11 00:56:20.000000
7284686,0,0,15.64056,2024-01-11 00:57:20.000000
7284687,1,1,15.61222,2024-01-11 00:56:20.000000
7284688,1,1,15.59167,2024-01-11 00:57:20.000000
7284689,1,0,15.59167,2024-01-11 00:56:20.000000
7284690,1,0,15.57611,2024-01-11 00:57:20.000000
7284691,0,1,15.58889,2024-01-11 00:58:20.000000
7284692,0,1,15.59667,2024-01-11 00:59:20.000000
7284693,0,0,15.62778,2024-01-11 00:58:20.000000
7284694,0,0,15.64556,2024-01-11 00:59:20.000000
7284695,1,1,15.60444,2024-01-11 00:58:20.000000
7284696,1,1,15.60944,2024-01-11 00:59:20.000000
7284697,1,0,15.57333,2024-01-11 00:58:20.000000
7284698,1,0,15.57611,2024-01-11 00:59:20.000000
7284699,0,1,15.625,2024-01-11 01:00:20.000000
7284700,0,1,15.64833,2024-01-11 01:01:20.000000
7284701,0,0,15.65333,2024-01-11 01:00:20.000000
7284702,0,0,15.68389,2024-01-11 01:01:20.000000
7284703,1,1,15.61444,2024-01-11 01:00:20.000000
7284704,1,1,15.64278,2024-01-11 01:01:20.000000
7284705,1,0,15.58667,2024-01-11 01:00:20.000000
7284706,1,0,15.61722,2024-01-11 01:01:20.000000
7284707,0,1,15.60944,2024-01-11 01:02:20.000000
7284708,0,1,15.625,2024-01-11 01:03:20.000000
7284709,0,0,15.65056,2024-01-11 01:02:20.000000
7284710,0,0,15.65056,2024-01-11 01:03:20.000000
7284711,1,1,15.61222,2024-01-11 01:02:20.000000
7284712,1,1,15.61444,2024-01-11 01:03:20.000000
7284713,1,0,15.57889,2024-01-11 01:02:20.000000
7284714,1,0,15.58389,2024-01-11 01:03:20.000000
7284715,0,1,15.59667,2024-01-11 01:04:20.000000
7284716,0,1,15.59944,2024-01-11 01:05:20.000000
7284717,0,0,15.65555,2024-01-11 01:04:20.000000
7284718,0,0,15.63778,2024-01-11 01:05:20.000000
7284719,1,1,15.61222,2024-01-11 01:04:20.000000
7284720,1,1,15.60444,2024-01-11 01:05:20.000000
7284721,1,0,15.59167,2024-01-11 01:04:20.000000
7284722,1,0,15.58889,2024-01-11 01:05:20.000000
7284723,0,1,15.59389,2024-01-11 01:06:20.000000
7284724,0,1,15.58389,2024-01-11 01:07:20.000000
7284725,0,0,15.63778,2024-01-11 01:06:20.000000
7284726,0,0,15.61444,2024-01-11 01:07:20.000000
7284727,1,1,15.60444,2024-01-11 01:06:20.000000
7284728,1,1,15.59167,2024-01-11 01:07:20.000000
7284729,1,0,15.57333,2024-01-11 01:06:20.000000
7284730,1,0,15.56333,2024-01-11 01:07:20.000000
7284731,0,1,15.58667,2024-01-11 01:08:20.000000
7284732,0,1,15.58111,2024-01-11 01:09:20.000000
7284733,0,0,15.62,2024-01-11 01:08:20.000000
7284734,0,0,15.62,2024-01-11 01:09:20.000000
7284735,1,1,15.56556,2024-01-11 01:08:20.000000
7284736,1,1,15.58111,2024-01-11 01:09:20.000000
7284737,1,0,15.53778,2024-01-11 01:08:20.000000
7284738,1,0,15.55278,2024-01-11 01:09:20.000000
7284739,0,1,15.57611,2024-01-11 01:10:20.000000
7284740,0,1,15.54,2024-01-11 01:11:20.000000
7284741,0,0,15.625,2024-01-11 01:10:20.000000
7284742,0,0,15.60722,2024-01-11 01:11:20.000000
7284743,1,1,15.57889,2024-01-11 01:10:20.000000
7284744,1,1,15.56333,2024-01-11 01:11:20.000000
7284745,1,0,15.55056,2024-01-11 01:10:20.000000
7284746,1,0,15.53778,2024-01-11 01:11:20.000000
7284747,0,1,15.56833,2024-01-11 01:12:20.000000
7284748,0,1,15.52222,2024-01-11 01:13:20.000000
7284749,0,0,15.60444,2024-01-11 01:12:20.000000
7284750,0,0,15.57111,2024-01-11 01:13:20.000000
7284751,1,1,15.54278,2024-01-11 01:12:20.000000
7284752,1,1,15.53222,2024-01-11 01:13:20.000000
7284753,1,0,15.535,2024-01-11 01:12:20.000000
7284754,1,0,15.50667,2024-01-11 01:13:20.000000
7284755,0,1,15.54278,2024-01-11 01:14:20.000000
7284756,0,1,15.56333,2024-01-11 01:15:20.000000
7284757,0,0,15.57611,2024-01-11 01:14:20.000000
7284758,0,0,15.60167,2024-01-11 01:15:20.000000
7284759,1,1,15.56056,2024-01-11 01:14:20.000000
7284760,1,1,15.57333,2024-01-11 01:15:20.000000
7284761,1,0,15.51444,2024-01-11 01:14:20.000000
7284762,1,0,15.53778,2024-01-11 01:15:20.000000
7284763,0,1,15.57111,2024-01-11 01:16:20.000000
7284764,0,1,15.56056,2024-01-11 01:17:20.000000
7284765,0,0,15.61444,2024-01-11 01:16:20.000000
7284766,0,0,15.59944,2024-01-11 01:17:20.000000
7284767,1,1,15.56833,2024-01-11 01:16:20.000000
7284768,1,1,15.58389,2024-01-11 01:17:20.000000
7284769,1,0,15.53778,2024-01-11 01:16:20.000000
7284770,1,0,15.545,2024-01-11 01:17:20.000000
7284771,0,1,15.56333,2024-01-11 01:18:20.000000
7284772,0,0,15.58389,2024-01-11 01:18:20.000000
7284773,1,1,15.59389,2024-01-11 01:18:20.000000
7284774,1,0,15.55833,2024-01-11 01:18:20.000000
7284775,0,1,15.56333,2024-01-11 01:19:20.000000
7284776,0,1,15.58889,2024-01-11 01:20:20.000000
7284777,0,1,15.57111,2024-01-11 01:21:20.000000
7284778,0,0,15.58889,2024-01-11 01:19:20.000000
7284779,0,0,15.64056,2024-01-11 01:20:20.000000
7284780,0,0,15.60722,2024-01-11 01:21:20.000000
7284781,1,1,15.58111,2024-01-11 01:19:20.000000
7284782,1,1,15.59667,2024-01-11 01:20:20.000000
7284783,1,1,15.59167,2024-01-11 01:21:20.000000
7284784,1,0,15.54,2024-01-11 01:19:20.000000
7284785,1,0,15.55833,2024-01-11 01:20:20.000000
7284786,1,0,15.55056,2024-01-11 01:21:20.000000
7284787,0,1,15.58889,2024-01-11 01:22:20.000000
7284788,0,0,15.625,2024-01-11 01:22:20.000000
7284789,1,1,15.60444,2024-01-11 01:22:20.000000
7284790,1,0,15.56333,2024-01-11 01:22:20.000000
7284791,0,1,15.58667,2024-01-11 01:23:20.000000
7284792,0,1,15.57111,2024-01-11 01:24:20.000000
7284793,0,1,15.58111,2024-01-11 01:25:20.000000
7284794,0,0,15.63278,2024-01-11 01:23:20.000000
7284795,0,0,15.60944,2024-01-11 01:24:20.000000
7284796,0,0,15.635,2024-01-11 01:25:20.000000
7284797,1,1,15.58889,2024-01-11 01:23:20.000000
7284798,1,1,15.58389,2024-01-11 01:24:20.000000
7284799,1,1,15.59167,2024-01-11 01:25:20.000000
7284800,1,0,15.54778,2024-01-11 01:23:20.000000
7284801,1,0,15.54278,2024-01-11 01:24:20.000000
7284802,1,0,15.55833,2024-01-11 01:25:20.000000
7284803,0,1,15.64833,2024-01-11 01:26:20.000000
7284804,0,0,15.67889,2024-01-11 01:26:20.000000
7284805,1,1,15.64278,2024-01-11 01:26:20.000000
7284806,1,0,15.61222,2024-01-11 01:26:20.000000
7284807,0,1,15.55833,2024-01-11 01:27:20.000000
7284808,0,1,15.56333,2024-01-11 01:28:20.000000
7284809,0,1,15.56833,2024-01-11 01:29:20.000000
7284810,0,0,15.59944,2024-01-11 01:27:20.000000
7284811,0,0,15.60444,2024-01-11 01:28:20.000000
7284812,0,0,15.61222,2024-01-11 01:29:20.000000
7284813,1,1,15.56556,2024-01-11 01:27:20.000000
7284814,1,1,15.57889,2024-01-11 01:28:20.000000
7284815,1,1,15.58889,2024-01-11 01:29:20.000000
7284816,1,0,15.53222,2024-01-11 01:27:20.000000
7284817,1,0,15.54278,2024-01-11 01:28:20.000000
7284818,1,0,15.55278,2024-01-11 01:29:20.000000
7284819,0,1,15.56333,2024-01-11 01:30:20.000000
7284820,0,0,15.59944,2024-01-11 01:30:20.000000
7284821,1,1,15.56556,2024-01-11 01:30:20.000000
7284822,1,0,15.535,2024-01-11 01:30:20.000000
7284823,0,1,15.53778,2024-01-11 01:31:20.000000
7284824,0,1,15.54778,2024-01-11 01:32:20.000000
7284825,0,1,15.57111,2024-01-11 01:33:20.000000
7284826,0,0,15.56333,2024-01-11 01:31:20.000000
7284827,0,0,15.59389,2024-01-11 01:32:20.000000
7284828,0,0,15.58889,2024-01-11 01:33:20.000000
7284829,1,1,15.56556,2024-01-11 01:31:20.000000
7284830,1,1,15.56833,2024-01-11 01:32:20.000000
7284831,1,1,15.56556,2024-01-11 01:33:20.000000
7284832,1,0,15.52722,2024-01-11 01:31:20.000000
7284833,1,0,15.53778,2024-01-11 01:32:20.000000
7284834,1,0,15.535,2024-01-11 01:33:20.000000
7284835,0,1,15.55056,2024-01-11 01:34:20.000000
7284836,0,0,15.59167,2024-01-11 01:34:20.000000
7284837,1,1,15.56333,2024-01-11 01:34:20.000000
7284838,1,0,15.53222,2024-01-11 01:34:20.000000
7284839,0,1,15.51944,2024-01-11 01:35:20.000000
7284840,0,1,15.55833,2024-01-11 01:36:20.000000
7284841,0,1,15.57889,2024-01-11 01:37:20.000000
7284842,0,0,15.59167,2024-01-11 01:35:20.000000
7284843,0,0,15.63278,2024-01-11 01:36:20.000000
7284844,0,0,15.60167,2024-01-11 01:37:20.000000
7284845,1,1,15.55556,2024-01-11 01:35:20.000000
7284846,1,1,15.59167,2024-01-11 01:36:20.000000
7284847,1,1,15.59667,2024-01-11 01:37:20.000000
7284848,1,0,15.53,2024-01-11 01:35:20.000000
7284849,1,0,15.56833,2024-01-11 01:36:20.000000
7284850,1,0,15.56056,2024-01-11 01:37:20.000000
7284851,0,1,15.55278,2024-01-11 01:38:20.000000
7284852,0,0,15.57889,2024-01-11 01:38:20.000000
7284853,1,1,15.55556,2024-01-11 01:38:20.000000
7284854,1,0,15.52444,2024-01-11 01:38:20.000000
7284855,0,1,15.55833,2024-01-11 01:39:20.000000
7284856,0,1,15.57889,2024-01-11 01:40:20.000000
7284857,0,1,15.60722,2024-01-11 01:41:20.000000
7284858,0,0,15.60167,2024-01-11 01:39:20.000000
7284859,0,0,15.60444,2024-01-11 01:40:20.000000
7284860,0,0,15.60167,2024-01-11 01:41:20.000000
7284861,1,1,15.58389,2024-01-11 01:39:20.000000
7284862,1,1,15.58111,2024-01-11 01:40:20.000000
7284863,1,1,15.62,2024-01-11 01:41:20.000000
7284864,1,0,15.54778,2024-01-11 01:39:20.000000
7284865,1,0,15.54,2024-01-11 01:40:20.000000
7284866,1,0,15.55056,2024-01-11 01:41:20.000000
7284867,0,1,15.60444,2024-01-11 01:42:20.000000
7284868,0,0,15.61722,2024-01-11 01:42:20.000000
7284869,1,1,15.61222,2024-01-11 01:42:20.000000
7284870,1,0,15.55056,2024-01-11 01:42:20.000000
7284871,0,1,15.69944,2024-01-11 01:43:20.000000
7284872,0,1,15.58889,2024-01-11 01:44:20.000000
7284873,0,1,15.60444,2024-01-11 01:45:20.000000
7284874,0,0,15.69944,2024-01-11 01:43:20.000000
7284875,0,0,15.62778,2024-01-11 01:44:20.000000
7284876,0,0,15.63778,2024-01-11 01:45:20.000000
7284877,1,1,15.68944,2024-01-11 01:43:20.000000
7284878,1,1,15.59389,2024-01-11 01:44:20.000000
7284879,1,1,15.60722,2024-01-11 01:45:20.000000
7284880,1,0,15.64833,2024-01-11 01:43:20.000000
7284881,1,0,15.56056,2024-01-11 01:44:20.000000
7284882,1,0,15.58667,2024-01-11 01:45:20.000000
7284883,0,1,15.60944,2024-01-11 01:46:20.000000
7284884,0,1,15.59167,2024-01-11 01:47:20.000000
7284885,0,1,15.59944,2024-01-11 01:48:20.000000
7284886,0,0,15.62222,2024-01-11 01:46:20.000000
7284887,0,0,15.63778,2024-01-11 01:47:20.000000
7284888,0,0,15.65833,2024-01-11 01:48:20.000000
7284889,1,1,15.625,2024-01-11 01:46:20.000000
7284890,1,1,15.60444,2024-01-11 01:47:20.000000
7284891,1,1,15.59667,2024-01-11 01:48:20.000000
7284892,1,0,15.57111,2024-01-11 01:46:20.000000
7284893,1,0,15.57333,2024-01-11 01:47:20.000000
7284894,1,0,15.56333,2024-01-11 01:48:20.000000
7284895,0,1,15.59167,2024-01-11 01:49:20.000000
7284896,0,0,15.61722,2024-01-11 01:49:20.000000
7284897,1,1,15.58889,2024-01-11 01:49:20.000000
7284898,1,0,15.54778,2024-01-11 01:49:20.000000
7284899,0,1,15.56056,2024-01-11 01:50:20.000000
7284900,0,1,15.55556,2024-01-11 01:51:20.000000
7284901,0,1,15.56556,2024-01-11 01:52:20.000000
7284902,0,0,15.62222,2024-01-11 01:50:20.000000
7284903,0,0,15.59944,2024-01-11 01:51:20.000000
7284904,0,0,15.58667,2024-01-11 01:52:20.000000
7284905,1,1,15.59944,2024-01-11 01:50:20.000000
7284906,1,1,15.57611,2024-01-11 01:51:20.000000
7284907,1,1,15.57111,2024-01-11 01:52:20.000000
7284908,1,0,15.56333,2024-01-11 01:50:20.000000
7284909,1,0,15.545,2024-01-11 01:51:20.000000
7284910,1,0,15.54,2024-01-11 01:52:20.000000
7284911,0,1,15.60167,2024-01-11 01:53:20.000000
7284912,0,0,15.64056,2024-01-11 01:53:20.000000
7284913,1,1,15.59944,2024-01-11 01:53:20.000000
7284914,1,0,15.57111,2024-01-11 01:53:20.000000
7284915,0,1,15.55556,2024-01-11 01:54:20.000000
7284916,0,1,15.55556,2024-01-11 01:55:20.000000
7284917,0,1,15.57611,2024-01-11 01:56:20.000000
7284918,0,0,15.58889,2024-01-11 01:54:20.000000
7284919,0,0,15.61722,2024-01-11 01:55:20.000000
7284920,0,0,15.60167,2024-01-11 01:56:20.000000
7284921,1,1,15.56833,2024-01-11 01:54:20.000000
7284922,1,1,15.56333,2024-01-11 01:55:20.000000
7284923,1,1,15.545,2024-01-11 01:56:20.000000
7284924,1,0,15.53222,2024-01-11 01:54:20.000000
7284925,1,0,15.535,2024-01-11 01:55:20.000000
7284926,1,0,15.52222,2024-01-11 01:56:20.000000
7284927,0,1,15.57333,2024-01-11 01:57:20.000000
7284928,0,0,15.59667,2024-01-11 01:57:20.000000
7284929,1,1,15.58111,2024-01-11 01:57:20.000000
7284930,1,0,15.55056,2024-01-11 01:57:20.000000
7284931,0,1,15.58111,2024-01-11 01:58:20.000000
7284932,0,1,15.67111,2024-01-11 01:59:20.000000
7284933,0,1,15.65333,2024-01-11 02:00:20.000000
7284934,0,0,15.62778,2024-01-11 01:58:20.000000
7284935,0,0,15.65833,2024-01-11 01:59:20.000000
7284936,0,0,15.63778,2024-01-11 02:00:20.000000
7284937,1,1,15.57611,2024-01-11 01:58:20.000000
7284938,1,1,15.65333,2024-01-11 01:59:20.000000
7284939,1,1,15.65833,2024-01-11 02:00:20.000000
7284940,1,0,15.54278,2024-01-11 01:58:20.000000
7284941,1,0,15.60722,2024-01-11 01:59:20.000000
7284942,1,0,15.59944,2024-01-11 02:00:20.000000
7284943,0,1,15.60444,2024-01-11 02:01:20.000000
7284944,0,0,15.64278,2024-01-11 02:01:20.000000
7284945,1,1,15.60167,2024-01-11 02:01:20.000000
