id,channel,io,value,datetime
6811122,1,0,15.626486536392559,2023-08-31 00:20:34
6811126,1,0,15.626315551701856,2023-08-31 00:21:34
6811125,1,1,15.626203743704734,2023-08-31 00:21:34
6811123,0,1,15.626221492169496,2023-08-31 00:21:34
6811124,0,0,15.62640484892768,2023-08-31 00:21:34
6811127,0,1,15.626753537258818,2023-08-31 00:24:34
6811128,0,0,15.627233498255078,2023-08-31 00:24:34
6811129,1,1,15.62778337678853,2023-08-31 00:24:34
6811130,1,0,15.628323875640085,2023-08-31 00:24:34
6811133,1,1,15.62876863216927,2023-08-31 00:26:34
6811131,0,1,15.629035200727335,2023-08-31 00:26:34
6811132,0,0,15.629054835552898,2023-08-31 00:26:34
6811134,1,0,15.628780022648408,2023-08-31 00:26:34
6811135,0,1,15.62818905680377,2023-08-31 00:28:34
6811136,0,0,15.62728735220015,2023-08-31 00:28:34
6811137,1,1,15.626105564216013,2023-08-31 00:28:34
6811138,1,0,15.624694943015928,2023-08-31 00:28:34
6811140,0,0,15.623120602839215,2023-08-31 00:30:34
6811141,1,1,15.621453556435984,2023-08-31 00:30:34
6811139,0,1,15.619762430603938,2023-08-31 00:30:34
6811142,1,0,15.618105757930044,2023-08-31 00:30:34
6811146,1,0,15.616525647850946,2023-08-31 00:31:34
6811145,1,1,15.615043489993631,2023-08-31 00:31:34
6811143,0,1,15.613658141980544,2023-08-31 00:31:34
6811144,0,0,15.612346809020456,2023-08-31 00:31:34
6811147,0,1,15.611068546220089,2023-08-31 00:34:34
6811148,0,0,15.609770029042089,2023-08-31 00:34:34
6811149,1,1,15.608392972827017,2023-08-31 00:34:34
6811150,1,0,15.606882370465563,2023-08-31 00:34:34
6811151,0,1,15.605194585276688,2023-08-31 00:36:34
6811152,0,0,15.603304303482624,2023-08-31 00:36:34
6811153,1,1,15.601209429316464,2023-08-31 00:36:34
6811154,1,0,15.598933199918493,2023-08-31 00:36:34
6811155,0,1,15.5965230998952,2023-08-31 00:38:34
6811156,0,0,15.5940465431057,2023-08-31 00:38:34
6811157,1,1,15.591583718119855,2023-08-31 00:38:34
6811158,1,0,15.589218403417709,2023-08-31 00:38:34
6811162,1,0,15.587027882478456,2023-08-31 00:40:34
6811161,1,1,15.585073269697915,2023-08-31 00:40:34
6811160,0,0,15.583391559476519,2023-08-31 00:40:34
6811159,0,1,15.58199052616168,2023-08-31 00:40:34
6811166,1,0,15.58084725492254,2023-08-31 00:41:34
6811165,1,1,15.579910619761971,2023-08-31 00:41:34
6811163,0,1,15.579107505887421,2023-08-31 00:41:34
6811164,0,0,15.578352066919656,2023-08-31 00:41:34
6811167,0,1,15.577556879668176,2023-08-31 00:44:37
6811168,0,0,15.576644569708806,2023-08-31 00:44:37
6811169,1,1,15.575558373769931,2023-08-31 00:44:37
6811170,1,0,15.574270201269885,2023-08-31 00:44:37
6811174,1,0,15.572785050843269,2023-08-31 00:45:37
6811171,0,1,15.571141093769219,2023-08-31 00:45:37
6811172,0,0,15.56940529743885,2023-08-31 00:45:37
6811173,1,1,15.56766505790574,2023-08-31 00:45:37
6811177,1,1,15.56601686762442,2023-08-31 00:48:37
6811178,1,0,15.56455349231407,2023-08-31 00:48:37
6811175,0,1,15.563351405556599,2023-08-31 00:48:37
6811176,0,0,15.562460279172367,2023-08-31 00:48:37
6811182,1,0,15.561896121988577,2023-08-31 00:50:37
6811181,1,1,15.561639204802464,2023-08-31 00:50:37
6811179,0,1,15.561637253323086,2023-08-31 00:50:37
6811180,0,0,15.561813621855878,2023-08-31 00:50:37
6811183,0,1,15.562079393639157,2023-08-31 00:52:41
6811184,0,0,15.56234771149879,2023-08-31 00:52:41
6811185,1,1,15.562548233197875,2023-08-31 00:52:41
6811186,1,0,15.56263950488145,2023-08-31 00:52:41
6811187,0,1,15.562617282203796,2023-08-31 00:54:43
6811188,0,0,15.562517377961207,2023-08-31 00:54:43
6811189,1,1,15.562412402065458,2023-08-31 00:54:43
6811190,1,0,15.562402668675906,2023-08-31 00:54:43
6811194,1,0,15.562602438013696,2023-08-31 00:55:44
6811191,0,1,15.563123398171957,2023-08-31 00:55:44
6811192,0,0,15.564057757797908,2023-08-31 00:55:44
6811193,1,1,15.565463435963444,2023-08-31 00:55:44
6811198,1,0,15.56735357497795,2023-08-31 00:58:49
6811197,1,1,15.569691997382096,2023-08-31 00:58:49
6811196,0,0,15.572395367952208,2023-08-31 00:58:49
6811195,0,1,15.575341838112465,2023-08-31 00:58:49
6811199,0,1,15.57838500029033,2023-08-31 00:59:50
6811200,0,0,15.581371215306715,2023-08-31 00:59:50
6811201,1,1,15.58415791481205,2023-08-31 00:59:50
6811202,1,0,15.586630385419147,2023-08-31 00:59:50
6811206,1,0,15.588714809508604,2023-08-31 01:02:53
6811203,0,1,15.590385908611019,2023-08-31 01:02:53
6811204,0,0,15.591668306072167,2023-08-31 01:02:53
6811205,1,1,15.592631576050085,2023-08-31 01:02:53
6811208,0,0,15.593379760330443,2023-08-31 01:03:53
6811209,1,1,15.594036816423031,2023-08-31 01:03:53
6811207,0,1,15.5947299370047,2023-08-31 01:03:53
6811210,1,0,15.595572903362024,2023-08-31 01:03:53
6811214,1,0,15.596651581686755,2023-08-31 01:06:56
6811213,1,1,15.598013349308124,2023-08-31 01:06:56
6811211,0,1,15.599661691286636,2023-08-31 01:06:56
6811212,0,0,15.60155651243886,2023-08-31 01:06:56
6811215,0,1,15.603619965020009,2023-08-31 01:08:56
6811216,0,0,15.605746902473467,2023-08-31 01:08:56
6811217,1,1,15.607818524899793,2023-08-31 01:08:56
6811218,1,0,15.609717443110918,2023-08-31 01:08:56
6811219,0,1,15.611342281912263,2023-08-31 01:10:56
6811220,0,0,15.612620065288677,2023-08-31 01:10:56
6811221,1,1,15.613514948593641,2023-08-31 01:10:56
6811222,1,0,15.614032340530903,2023-08-31 01:10:56
6811226,1,0,15.614218031611331,2023-08-31 01:12:56
6811225,1,1,15.614152545556946,2023-08-31 01:12:56
6811223,0,1,15.613941480635713,2023-08-31 01:12:56
6811224,0,0,15.613703040877828,2023-08-31 01:12:56
6811227,0,1,15.613554224811189,2023-08-31 01:13:56
6811228,0,0,15.613597223528814,2023-08-31 01:13:56
6811229,1,1,15.613907491549414,2023-08-31 01:13:56
6811230,1,0,15.61452472422873,2023-08-31 01:13:56
6811234,1,0,15.615447643285924,2023-08-31 01:16:56
6811233,1,1,15.616633094679216,2023-08-31 01:16:56
6811231,0,1,15.617999534413519,2023-08-31 01:16:56
6811232,0,0,15.619434551422364,2023-08-31 01:16:56
6811235,0,1,15.620805688278942,2023-08-31 01:17:56
6811236,0,0,15.62197350567843,2023-08-31 01:17:56
6811237,1,1,15.622805623632713,2023-08-31 01:17:56
6811238,1,0,15.623190375950813,2023-08-31 01:17:56
6811239,0,1,15.62304873572818,2023-08-31 01:20:56
6811240,0,0,15.622343300890636,2023-08-31 01:20:56
6811241,1,1,15.6210833625358,2023-08-31 01:20:56
6811242,1,0,15.619325410139156,2023-08-31 01:20:56
6811243,0,1,15.617168850201768,2023-08-31 01:22:56
6811244,0,0,15.614747209487735,2023-08-31 01:22:56
6811245,1,1,15.612215618733549,2023-08-31 01:22:56
6811246,1,0,15.609735861007433,2023-08-31 01:22:56
6811250,1,0,15.607460638651858,2023-08-31 01:24:56
6811249,1,1,15.6055188848235,2023-08-31 01:24:56
6811247,0,1,15.604003866390165,2023-08-31 01:24:56
6811248,0,0,15.602965485194385,2023-08-31 01:24:56
6811251,0,1,15.602407627648494,2023-08-31 01:26:56
6811252,0,0,15.602290726581613,2023-08-31 01:26:56
6811253,1,1,15.602538997661085,2023-08-31 01:26:56
6811254,1,0,15.603051208830061,2023-08-31 01:26:56
6811255,0,1,15.603713425638393,2023-08-31 01:27:56
6811256,0,0,15.604412002293975,2023-08-31 01:27:56
6811257,1,1,15.605045172080416,2023-08-31 01:27:56
6811258,1,0,15.605531909344647,2023-08-31 01:27:56
6811262,1,0,15.605817234713749,2023-08-31 01:30:56
6811259,0,1,15.605873734532972,2023-08-31 01:30:56
6811260,0,0,15.605699664525721,2023-08-31 01:30:56
6811261,1,1,15.605314502379324,2023-08-31 01:30:56
6811266,1,0,15.604753117691352,2023-08-31 01:31:56
6811265,1,1,15.604059790977217,2023-08-31 01:31:56
6811263,0,1,15.603283135516383,2023-08-31 01:31:56
6811264,0,0,15.602472604774201,2023-08-31 01:31:56
6811267,0,1,15.601676789918368,2023-08-31 01:34:56
6811268,0,0,15.60094323162013,2023-08-31 01:34:56
6811269,1,1,15.600319089917697,2023-08-31 01:34:56
6811270,1,0,15.599851813307113,2023-08-31 01:34:56
6811274,1,0,15.59958896115368,2023-08-31 01:35:56
6811271,0,1,15.59957655245433,2023-08-31 01:35:56
6811272,0,0,15.59985568648537,2023-08-31 01:35:56
6811273,1,1,15.600457626291718,2023-08-31 01:35:56
6811277,1,1,15.601397964609811,2023-08-31 01:38:56
6811278,1,0,15.60267082150812,2023-08-31 01:38:56
6811275,0,1,15.604244190385794,2023-08-31 01:38:56
6811276,0,0,15.606057517170163,2023-08-31 01:38:56
6811282,1,0,15.608022362751232,2023-08-31 01:40:56
6811281,1,1,15.610026593284129,2023-08-31 01:40:56
6811280,0,0,15.611942031977815,2023-08-31 01:40:56
6811279,0,1,15.613634975039824,2023-08-31 01:40:56
6811283,0,1,15.614978512492709,2023-08-31 01:41:56
6811284,0,0,15.615865276114516,2023-08-31 01:41:56
6811285,1,1,15.616219108794647,2023-08-31 01:41:56
6811286,1,0,15.61600422604606,2023-08-31 01:41:56
6811287,0,1,15.61523070367406,2023-08-31 01:44:56
6811288,0,0,15.613955533082157,2023-08-31 01:44:56
6811289,1,1,15.612278979024156,2023-08-31 01:44:56
6811290,1,0,15.610336490096877,2023-08-31 01:44:56
6811291,0,1,15.608286890905655,2023-08-31 01:45:56
6811292,0,0,15.606297979433815,2023-08-31 01:45:56
6811293,1,1,15.604530930885561,2023-08-31 01:45:56
6811294,1,0,15.603125050168806,2023-08-31 01:45:56
6811298,1,0,15.602184408968256,2023-08-31 01:48:56
6811297,1,1,15.601767747776808,2023-08-31 01:48:56
6811295,0,1,15.601882725640195,2023-08-31 01:48:56
6811296,0,0,15.60248518142665,2023-08-31 01:48:56
6811299,0,1,15.603483566710082,2023-08-31 01:49:56
6811300,0,0,15.604748172329659,2023-08-31 01:49:56
6811301,1,1,15.606124256279356,2023-08-31 01:49:56
6811302,1,0,15.607447746550676,2023-08-31 01:49:56
6811303,0,1,15.608561887002496,2023-08-31 01:51:56
6811304,0,0,15.609333052748774,2023-08-31 01:51:56
6811305,1,1,15.609664006464522,2023-08-31 01:51:56
6811306,1,0,15.609503107907829,2023-08-31 01:51:56
6811307,0,1,15.608848418231055,2023-08-31 01:54:56
6811308,0,0,15.607746225604323,2023-08-31 01:54:56
6811309,1,1,15.60628419562108,2023-08-31 01:54:56
6811310,1,0,15.604580027563648,2023-08-31 01:54:56
6811313,1,1,15.602767071602912,2023-08-31 01:55:56
6811314,1,0,15.600978737464182,2023-08-31 01:55:56
6811312,0,0,15.599333639017413,2023-08-31 01:55:56
6811311,0,1,15.597923255672274,2023-08-31 01:55:56
6811315,0,1,15.596803483730424,2023-08-31 01:58:56
6811316,0,0,15.595990871424272,2023-08-31 01:58:56
6811317,1,1,15.595463674720259,2023-08-31 01:58:56
6811318,1,0,15.595167236258542,2023-08-31 01:58:56
6811319,0,1,15.59502266670045,2023-08-31 01:59:56
6811320,0,0,15.594937465332588,2023-08-31 01:59:56
6811321,1,1,15.594816594961241,2023-08-31 01:59:56
6811322,1,0,15.594572629671841,2023-08-31 01:59:56
6811326,1,0,15.59413388994017,2023-08-31 02:02:56
6811325,1,1,15.593449900808864,2023-08-31 02:02:56
6811324,0,0,15.592493967381552,2023-08-31 02:02:56
6811323,0,1,15.591263070501599,2023-08-31 02:02:56
6811327,0,1,15.589775580325991,2023-08-31 02:03:56
6811328,0,0,15.588067439449093,2023-08-31 02:03:56
6811329,1,1,15.586187488943935,2023-08-31 02:03:56
6811330,1,0,15.584192532796294,2023-08-31 02:03:56
6811331,0,1,15.582142600380656,2023-08-31 02:05:56
6811332,0,0,15.58009671230127,2023-08-31 02:05:56
6811333,1,1,15.578109313942917,2023-08-31 02:05:56
6811334,1,0,15.576227435986292,2023-08-31 02:05:56
6811337,1,1,15.5744885831848,2023-08-31 02:07:56
6811338,1,0,15.572919338772481,2023-08-31 02:07:56
6811335,0,1,15.571534684262032,2023-08-31 02:07:56
6811336,0,0,15.570338047119773,2023-08-31 02:07:56
6811341,1,1,15.569322079029467,2023-08-31 02:09:56
6811342,1,0,15.568470125511386,2023-08-31 02:09:56
6811339,0,1,15.567758280257522,2023-08-31 02:09:56
6811340,0,0,15.567157843744878,2023-08-31 02:09:56
6811345,1,1,15.56663794908635,2023-08-31 02:12:56
6811346,1,0,15.56616809871731,2023-08-31 02:12:56
6811343,0,1,15.565720383597194,2023-08-31 02:12:56
6811344,0,0,15.565271229003654,2023-08-31 02:12:56
6811350,1,0,15.56480261130301,2023-08-31 02:13:56
6811349,1,1,15.564302792329022,2023-08-31 02:13:56
6811348,0,0,15.563766693598737,2023-08-31 02:13:56
6811347,0,1,15.563196059301605,2023-08-31 02:13:56
6811351,0,1,15.562599527415934,2023-08-31 02:16:56
6811352,0,0,15.561992653685635,2023-08-31 02:16:56
6811353,1,1,15.561397839497692,2023-08-31 02:16:56
6811354,1,0,15.560844032579144,2023-08-31 02:16:56
6811355,0,1,15.560366023853929,2023-08-31 02:17:56
6811356,0,0,15.560003168402632,2023-08-31 02:17:56
6811357,1,1,15.55979741512725,2023-08-31 02:17:56
6811358,1,0,15.559790630755643,2023-08-31 02:17:56
6811359,0,1,15.560021334345361,2023-08-31 02:19:56
6811360,0,0,15.56052109812749,2023-08-31 02:19:56
6811361,1,1,15.561310995196743,2023-08-31 02:19:56
6811362,1,0,15.562398558506116,2023-08-31 02:19:56
6811366,1,0,15.563775735201313,2023-08-31 02:21:56
6811365,1,1,15.565418258970503,2023-08-31 02:21:56
6811364,0,0,15.567286717403809,2023-08-31 02:21:56
6811363,0,1,15.569329376040752,2023-08-31 02:21:56
6811367,0,1,15.571486568769542,2023-08-31 02:23:56
6811368,0,0,15.573696220091948,2023-08-31 02:23:56
6811369,1,1,15.575899873121363,2023-08-31 02:23:56
6811370,1,0,15.578048491159196,2023-08-31 02:23:56
6811371,0,1,15.580107294959872,2023-08-31 02:25:56
6811372,0,0,15.582058988741775,2023-08-31 02:25:56
6811373,1,1,15.583904900216234,2023-08-31 02:25:56
6811374,1,0,15.585663794168363,2023-08-31 02:25:56
6811375,0,1,15.587368395789705,2023-08-31 02:26:56
6811376,0,0,15.589059955717067,2023-08-31 02:26:56
6811377,1,1,15.590781471360154,2023-08-31 02:26:56
6811378,1,0,15.592570407072763,2023-08-31 02:26:56
6811381,1,1,15.594451885123906,2023-08-31 02:30:56
6811382,1,0,15.596433315525658,2023-08-31 02:30:56
6811379,0,1,15.598501281535313,2023-08-31 02:30:56
6811380,0,0,15.600621212892822,2023-08-31 02:30:56
6811383,0,1,15.602740001983525,2023-08-31 02:31:56
6811384,0,0,15.604791309669194,2023-08-31 02:31:56
6811385,1,1,15.606702933197276,2023-08-31 02:31:56
6811386,1,0,15.608405324494422,2023-08-31 02:31:56
6811387,0,1,15.609840189122858,2023-08-31 02:33:56
6811388,0,0,15.610968076403859,2023-08-31 02:33:56
6811389,1,1,15.61177398243452,2023-08-31 02:33:56
6811390,1,0,15.612270211386077,2023-08-31 02:33:56
6811391,0,1,15.612496052744198,2023-08-31 02:35:56
6811392,0,0,15.612514204434735,2023-08-31 02:35:56
6811393,1,1,15.612404267758292,2023-08-31 02:35:56
6811394,1,0,15.612254014327089,2023-08-31 02:35:56
6811397,1,1,15.612149426887552,2023-08-31 02:37:56
6811398,1,0,15.612164697429998,2023-08-31 02:37:56
6811395,0,1,15.61235339437319,2023-08-31 02:37:56
6811396,0,0,15.61274187741473,2023-08-31 02:37:56
6811399,0,1,15.613325763899255,2023-08-31 02:39:56
6811400,0,0,15.614069878462569,2023-08-31 02:39:56
6811401,1,1,15.61491170512053,2023-08-31 02:39:56
6811402,1,0,15.615767963170077,2023-08-31 02:39:56
6811405,1,1,15.616543587557802,2023-08-31 02:40:56
6811406,1,0,15.617142136233182,2023-08-31 02:40:56
6811403,0,1,15.617476485096729,2023-08-31 02:40:56
6811404,0,0,15.617478616742423,2023-08-31 02:40:56
6811407,0,1,15.617107376587052,2023-08-31 02:44:56
6811408,0,0,15.616353271641245,2023-08-31 02:44:56
6811409,1,1,15.6152397202297,2023-08-31 02:44:56
6811410,1,0,15.613820594534623,2023-08-31 02:44:56
6811411,0,1,15.612174371601697,2023-08-31 02:45:56
6811412,0,0,15.610395645854462,2023-08-31 02:45:56
6811413,1,1,15.608585086034433,2023-08-31 02:45:56
6811414,1,0,15.606839094556971,2023-08-31 02:45:56
6811418,1,0,15.60524043092591,2023-08-31 02:47:56
6811417,1,1,15.60385090204416,2023-08-31 02:47:56
6811416,0,0,15.602706926392877,2023-08-31 02:47:56
6811415,0,1,15.601818382800626,2023-08-31 02:47:56
6811419,0,1,15.601170705992137,2023-08-31 02:49:56
6811420,0,0,15.600729749871343,2023-08-31 02:49:56
6811421,1,1,15.600448570568156,2023-08-31 02:49:56
6811422,1,0,15.600275042473418,2023-08-31 02:49:56
6811423,0,1,15.600159148555434,2023-08-31 02:51:56
6811424,0,0,15.60005888889345,2023-08-31 02:51:56
6811425,1,1,15.599944008557914,2023-08-31 02:51:56
6811426,1,0,15.599797117780016,2023-08-31 02:51:56
6811427,0,1,15.599612211640267,2023-08-31 02:53:56
6811428,0,0,15.599391032847201,2023-08-31 02:53:56
6811429,1,1,15.599138093723077,2023-08-31 02:53:56
6811430,1,0,15.59885541782975,2023-08-31 02:53:56
6811434,1,0,15.598538126887624,2023-08-31 02:54:56
6811433,1,1,15.598171861334741,2023-08-31 02:54:56
6811432,0,0,15.597732697240868,2023-08-31 02:54:56
6811431,0,1,15.597189761937846,2023-08-31 02:54:56
6811435,0,1,15.596510239382651,2023-08-31 02:57:56
6811436,0,0,15.595665989051593,2023-08-31 02:57:56
6811437,1,1,15.59464066375462,2023-08-31 02:57:56
6811438,1,0,15.593436059094572,2023-08-31 02:57:56
6811439,0,1,15.592076481257767,2023-08-31 02:58:56
6811440,0,0,15.590610166426522,2023-08-31 02:58:56
6811441,1,1,15.5891071839001,2023-08-31 02:58:56
6811442,1,0,15.587653750052016,2023-08-31 02:58:56
6811443,0,1,15.586343408406062,2023-08-31 03:01:56
6811444,0,0,15.585266025892107,2023-08-31 03:01:56
6811445,1,1,15.5844959495819,2023-08-31 03:01:56
6811446,1,0,15.584080900037865,2023-08-31 03:01:56
6811449,1,1,15.584033200185095,2023-08-31 03:03:56
6811450,1,0,15.584324731682269,2023-08-31 03:03:56
6811447,0,1,15.584886587487405,2023-08-31 03:03:56
6811448,0,0,15.585613799605163,2023-08-31 03:03:56
6811451,0,1,15.586374846220195,2023-08-31 03:05:56
6811452,0,0,15.58702498212999,2023-08-31 03:05:56
6811453,1,1,15.587421889732942,2023-08-31 03:05:56
6811454,1,0,15.587441794794344,2023-08-31 03:05:56
6811455,0,1,15.586994079273108,2023-08-31 03:07:56
6811456,0,0,15.586032563077632,2023-08-31 03:07:56
6811457,1,1,15.584561995452365,2023-08-31 03:07:56
6811458,1,0,15.582638848808973,2023-08-31 03:07:56
6811459,0,1,15.58036618135349,2023-08-31 03:08:56
6811460,0,0,15.577883055793492,2023-08-31 03:08:56
6811461,1,1,15.575349685668813,2023-08-31 03:08:56
6811462,1,0,15.572930039774883,2023-08-31 03:08:56
6811465,1,1,15.570773986729561,2023-08-31 03:11:56
6811466,1,0,15.569001146020966,2023-08-31 03:11:56
6811463,0,1,15.567688406028898,2023-08-31 03:11:56
6811464,0,0,15.56686259704351,2023-08-31 03:11:56
6811467,0,1,15.56649913704865,2023-08-31 03:12:56
6811468,0,0,15.566526701740603,2023-08-31 03:12:56
6811469,1,1,15.566837221848575,2023-08-31 03:12:56
6811470,1,0,15.567299883557984,2023-08-31 03:12:56
6811473,1,1,15.567777376053188,2023-08-31 03:15:56
6811474,1,0,15.56814243091191,2023-08-31 03:15:56
6811471,0,1,15.568292733766913,2023-08-31 03:15:56
6811472,0,0,15.568162537424124,2023-08-31 03:15:56
6811475,0,1,15.567729731552914,2023-08-31 03:17:56
6811476,0,0,15.567017681410533,2023-08-31 03:17:56
6811477,1,1,15.566091779368236,2023-08-31 03:17:56
6811478,1,0,15.565051286718504,2023-08-31 03:17:56
6811482,1,0,15.564017597908625,2023-08-31 03:18:56
6811479,0,1,15.563120456965224,2023-08-31 03:18:56
6811480,0,0,15.562483840287532,2023-08-31 03:18:56
6811481,1,1,15.562213171786016,2023-08-31 03:18:56
6811486,1,0,15.562385276695574,2023-08-31 03:21:56
6811485,1,1,15.563042062146966,2023-08-31 03:21:56
6811484,0,0,15.564188404142081,2023-08-31 03:21:56
6811483,0,1,15.56579419105892,2023-08-31 03:21:56
6811487,0,1,15.56779998474572,2023-08-31 03:22:56
6811488,0,0,15.570125363212336,2023-08-31 03:22:56
6811489,1,1,15.572678744688842,2023-08-31 03:22:56
6811490,1,0,15.575367388697334,2023-08-31 03:22:56
6811491,0,1,15.578106334673498,2023-08-31 03:25:56
6811492,0,0,15.580825259044492,2023-08-31 03:25:56
6811493,1,1,15.583472572250326,2023-08-31 03:25:56
6811494,1,0,15.586016487496913,2023-08-31 03:25:56
6811495,0,1,15.588443216606974,2023-08-31 03:26:56
6811496,0,0,15.590752830645533,2023-08-31 03:26:56
6811497,1,1,15.592953616455677,2023-08-31 03:26:56
6811498,1,0,15.595055928025618,2023-08-31 03:26:56
6811502,1,0,15.597066551803001,2023-08-31 03:29:56
6811501,1,1,15.598984475206652,2023-08-31 03:29:56
6811500,0,0,15.600798688154804,2023-08-31 03:29:56
6811499,0,1,15.602488301598907,2023-08-31 03:29:56
6811503,0,1,15.604024893666399,2023-08-31 03:31:56
6811504,0,0,15.60537665429,2023-08-31 03:31:56
6811505,1,1,15.606513642365146,2023-08-31 03:31:56
6811506,1,0,15.60741332396029,2023-08-31 03:31:56
6811507,0,1,15.60806553309252,2023-08-31 03:32:56
6811508,0,0,15.608476079844598,2023-08-31 03:32:56
6811509,1,1,15.608668408030296,2023-08-31 03:32:56
6811510,1,0,15.60868295690244,2023-08-31 03:32:56
6811511,0,1,15.60857418544918,2023-08-31 03:35:56
6811512,0,0,15.60840554279063,2023-08-31 03:35:56
6811513,1,1,15.608242973424431,2023-08-31 03:35:56
6811514,1,0,15.60814778497665,2023-08-31 03:35:56
6811517,1,1,15.608169835026505,2023-08-31 03:36:56
6811518,1,0,15.608341981998079,2023-08-31 03:36:56
6811515,0,1,15.608676584534686,2023-08-31 03:36:56
6811516,0,0,15.609164543224571,2023-08-31 03:36:56
6811519,0,1,15.609777004488857,2023-08-31 03:39:56
6811520,0,0,15.61046945468726,2023-08-31 03:39:56
6811521,1,1,15.611187593002276,2023-08-31 03:39:56
6811522,1,0,15.611874141066679,2023-08-31 03:39:56
6811523,0,1,15.612475655991346,2023-08-31 03:40:56
6811524,0,0,15.612948462348312,2023-08-31 03:40:56
6811525,1,1,15.61326298593643,2023-08-31 03:40:56
6811526,1,0,15.613406024355882,2023-08-31 03:40:56
6811527,0,1,15.613380789535796,2023-08-31 03:43:56
6811528,0,0,15.613204866721063,2023-08-31 03:43:56
6811529,1,1,15.61290651199125,2023-08-31 03:43:56
6811530,1,0,15.612519915220691,2023-08-31 03:43:56
6811533,1,1,15.6120801543327,2023-08-31 03:44:56
6811534,1,0,15.611618544308998,2023-08-31 03:44:56
6811531,0,1,15.611158950010795,2023-08-31 03:44:56
6811532,0,0,15.610715419399533,2023-08-31 03:44:56
6811535,0,1,15.610291253215712,2023-08-31 03:46:56
6811536,0,0,15.609879410480309,2023-08-31 03:46:56
6811537,1,1,15.609463995893423,2023-08-31 03:46:56
6811538,1,0,15.609022503144638,2023-08-31 03:46:56
6811541,1,1,15.60852849095492,2023-08-31 03:49:56
6811542,1,0,15.607954420503207,2023-08-31 03:49:56
6811539,0,1,15.607274449307308,2023-08-31 03:49:56
6811540,0,0,15.606467028277475,2023-08-31 03:49:56
6811543,0,1,15.60551717193372,2023-08-31 03:50:56
6811544,0,0,15.604418271131577,2023-08-31 03:50:56
6811545,1,1,15.603173309110009,2023-08-31 03:50:56
6811546,1,0,15.601795342548197,2023-08-31 03:50:56
6811547,0,1,15.600307130749302,2023-08-31 03:53:56
6811548,0,0,15.5987398422654,2023-08-31 03:53:56
6811549,1,1,15.59713084029779,2023-08-31 03:53:56
6811550,1,0,15.595520646602791,2023-08-31 03:53:56
6811554,1,0,15.593949305463541,2023-08-31 03:54:56
6811553,1,1,15.592452500986571,2023-08-31 03:54:56
6811552,0,0,15.591057894064129,2023-08-31 03:54:56
6811551,0,1,15.589782201444496,2023-08-31 03:54:56
6811555,0,1,15.588629504357025,2023-08-31 03:57:56
