Cooling Channel 10,Temperature Channel 1,Maxigauge Channel 3
0.63027436,0.62150097,-1.0822703
0.98832536,-0.30259025,-1.0243977
0.6409267,0.66907173,-1.0821525
0.9346247,0.039427828,-1.0217103
1.0024664,0.60996574,-1.0119066
0.98588926,-0.69091344,-1.0060594
0.9244748,-0.603912,-1.0495375
0.91703403,0.054710716,-1.0333606
0.97624713,-0.38805178,-1.008873
0.9472636,0.009390226,-1.0151412
0.9869068,-0.6855862,-1.0057949
0.9378765,0.0840964,-1.016731
0.9852217,-0.6944672,-1.0062279
0.9858079,-0.6911382,-1.0060793
0.9852241,-0.69438607,-1.0062274
0.9851616,-0.69478196,-1.006243
0.9851626,-0.69477594,-1.0062428
0.9851614,-0.69478285,-1.006243
0.98513955,-0.69499516,-1.0062121
0.9487171,-0.9162705,-0.94744736
0.9827158,-0.7177488,-1.002731
0.98515266,-0.6948679,-1.0062306
0.9851516,-0.69487727,-1.0062293
0.9851611,-0.6947851,-1.0062425
0.8765392,-1.0389642,-0.7959933
0.94358695,-0.9333546,-0.93811417
0.87535864,-1.0398052,-0.7931592
0.87415504,-1.0392656,-0.79194367
0.8736731,-1.0395876,-0.790819
0.9821111,-1.0299599,0.3853053
-0.4579954,-0.9583757,1.0671029
-0.61213374,-0.9573129,1.0639626
-0.68574303,-0.96308076,1.0432371
-0.5726211,-0.9537197,1.0710069
-0.8042892,-0.9760298,0.89192206
-0.5714537,-0.95364434,1.0709792
-0.016906813,-1.0010455,0.35223514
0.88596994,-0.98043996,0.5663652
0.90465415,-0.015972331,-0.9888427
0.76831436,-0.8777039,0.947478
0.7124786,0.5713908,-1.0749426
0.9620941,-0.80590534,-0.8077874
0.87596637,0.79371095,-1.0716352
0.9623009,0.03038402,-1.0409648
0.6809179,0.7603529,-1.0816824
0.9706238,-0.44456506,-1.0095936
0.8755339,0.8504243,-1.0719638
0.8741998,0.7242077,-1.0726099
0.44702566,0.32194194,-1.0828454
0.9345581,0.11099582,-1.0205123
0.96713644,-0.0130508905,-1.0112835
0.95145947,0.18655297,-1.0150137
0.9851613,-0.69478285,-1.006243
0.9816706,-0.64142066,-1.0072259
0.98516166,-0.6947756,-1.0062429
0.9851546,-0.6948489,-1.0062326
0.88320947,-1.0022013,-0.8342649
0.9851533,-0.694808,-1.0062356
0.985161,-0.6947857,-1.0062428
0.98978317,-0.6698041,-1.0050144
0.98515284,-0.6946484,-1.0062455
0.98516095,-0.6947863,-1.0062424
0.98503125,-0.69300497,-1.0062802
0.98515844,-0.6948092,-1.0062392
0.9848885,-0.6974284,-1.0058537
0.9850117,-0.69623435,-1.0060302
0.8812844,-1.0354109,-0.8071912
0.12233669,-1.0046183,0.22410846
0.9851438,-0.6947393,-1.0062267
0.88477886,-1.03922,-0.7448309
0.88104194,-1.0391343,-0.7673511
0.8753108,-1.0398285,-0.79242754
-0.57276934,-0.953713,1.071012
0.13644642,-0.97688496,1.0360056
-0.64526737,-0.962671,1.050082
-0.5725176,-0.95372355,1.0710037
-0.54422796,-0.9392202,1.0713493
0.53536254,-1.0099477,0.89285845
-0.7527791,-0.96888334,0.98519444
0.19267914,-0.84527993,1.0500801
0.76242316,-0.9387635,0.316666
-0.112574436,-0.7876938,1.0383352
-0.50400925,0.50353944,-1.0030776
0.41399398,0.33812135,-1.0825106
0.7146126,0.69847715,-1.0810543
0.627094,0.6580749,-1.0826496
0.9823216,-0.6555095,-1.00704
0.9569295,0.058855098,-1.016832
1.0045131,0.5599831,-1.0021456
0.98491085,-0.67570066,-1.0063422
0.95360214,0.12242059,-1.0143063
0.9387652,0.099327564,-1.016604
0.9851315,-0.69382405,-1.0062526
0.9850178,-0.69267756,-1.0062844
0.9864654,-0.6853122,-1.0059149
0.98513937,-0.6940863,-1.00625
0.9851626,-0.6947752,-1.0062429
0.9817797,-0.6478333,-1.0071884
0.95163834,-0.15624565,-1.0141703
0.98516387,-0.6947697,-1.0062424
0.9851044,-0.6940065,-1.0062594
0.985162,-0.69477713,-1.006243
0.9851619,-0.69477797,-1.006243
0.98516124,-0.69478345,-1.006243
0.98516124,-0.6947833,-1.006243
0.9851592,-0.69480336,-1.0062401
0.9803967,-0.73809564,-0.9993407
0.9851613,-0.6947838,-1.006243
0.98505396,-0.6958258,-1.0060904
0.98515135,-0.69488037,-1.0062289
0.9851598,-0.6947884,-1.0062414
0.90322965,-1.0138645,-0.8567158
0.8753512,-1.0397983,-0.79324615
0.87528944,-1.0398396,-0.7931021
0.8753034,-1.0398296,-0.79313576
0.06560661,-1.0029379,0.2844488
0.87572986,-1.0395327,-0.7941438
0.87529176,-1.0398192,-0.7930155
0.7366306,-1.0316932,-0.58384144
0.4697405,-0.98554265,1.0004269
0.42275628,-1.009043,0.9482896
0.8680711,-1.0387478,-0.72910374
0.061339036,-1.0022905,0.29059225
0.052082516,-1.0025901,0.295688
-0.5715137,-0.953737,1.0709704
-0.24274148,-0.9654848,1.0580561
0.47593018,-0.9887514,-0.1896444
0.99891037,0.522277,-1.0037364
1.0045905,0.5555934,-1.002079
1.0168642,-0.44709808,-0.99615026
0.9815839,-0.6498086,-1.0077147
0.9569934,-0.22089104,-1.013455
0.93943655,0.060200926,-1.0164585
0.9850998,-0.693948,-1.0062608
0.9851626,-0.69477594,-1.0062428
0.9851615,-0.6946628,-1.0062432
0.98482364,-0.69021994,-1.0063392
0.98517627,-0.6947054,-1.0062393
0.9851617,-0.6947812,-1.0062429
0.985161,-0.6947796,-1.0062432
0.9851847,-0.6946561,-1.0062371
0.9851616,-0.69478166,-1.006243
0.9851615,-0.6947821,-1.006243
0.98516124,-0.6947827,-1.0062431
0.985161,-0.69478595,-1.0062428
0.9851629,-0.6947753,-1.0062428
0.94690996,-0.922543,-0.9441923
0.98483324,-0.6979584,-1.0057759
0.9825269,-0.71946514,-1.002456
0.8752933,-1.0398383,-0.79311055
0.87528634,-1.0398395,-0.7930983
0.8752938,-1.0398374,-0.7931123
0.8752899,-1.0398399,-0.7931036
0.87529,-1.0398399,-0.79310364
0.875291,-1.0398397,-0.793105
0.85993636,-1.0388151,-0.76988536
0.87529117,-1.0398399,-0.79310536
0.87279457,-1.0396705,-0.7893323
0.79810804,-1.0350457,-0.6763245
0.87247044,-1.0396,-0.7865588
0.50398153,-1.0201728,-0.19481929
0.42241207,-0.98423034,1.0071682
-0.5727569,-0.95407635,1.0705346
-0.5725586,-0.95372206,1.0710053
-0.5727262,-0.9537146,1.0710107
-0.5727779,-0.9537124,1.0710124
-0.5729389,-0.9537379,1.0709785
-0.5727983,-0.9537139,1.0710098
-0.57224226,-0.95373255,1.070995
-0.57107466,-0.95370686,1.0709116
-0.5620828,-0.95383954,1.0706931
-0.4412976,-0.8792245,1.0722883
-0.33017612,-0.9627977,1.062269
-0.5664293,-0.9505731,1.0710882
0.7036345,-0.9035379,0.95467174
0.7600013,-0.578327,0.43259698
0.8001487,0.8761159,-1.0768806
1.0022839,0.5861497,-1.0091888
0.72067684,0.16782294,-1.0729395
0.9029866,-0.11250691,-1.0683268
0.97282463,0.20959397,-1.0102869
0.9678858,-0.43986216,-1.0111914
1.0108963,0.38921174,-0.9995244
0.9852086,-0.6944577,-1.0062321
0.9525891,0.17005639,-1.0143143
0.98515075,-0.6945506,-1.0062462
0.9757838,-1.0293235,0.39286107
0.87531644,-1.0398254,-0.7930909
0.8025242,-1.0352961,-0.682989
0.07163505,-1.0024759,0.3151296
0.9155011,-1.0345219,-0.2713521
0.9879835,-0.8775653,-0.8276373
0.9859572,-0.6861285,-1.006156
0.93006444,0.095991336,-1.0221428
0.9869695,-0.68465513,-1.0057813
0.9941937,-0.60380316,-1.0038971
0.9837749,-0.37627354,-1.0070624
0.96737933,-0.39992514,-1.010845
0.9851614,-0.6947814,-1.006243
0.98504174,-0.6928098,-1.0062778
0.98516244,-0.6947671,-1.0062429
0.9850054,-0.6946308,-1.0060899
0.9772848,-0.58189446,-1.0083848
0.9851614,-0.6947802,-1.006243
0.98485523,-0.69575036,-1.0059035
0.98532593,-0.6939296,-1.0062011
0.9850965,-0.69545734,-1.0061305
0.97768724,-0.7602087,-0.9953065
0.98514587,-0.69477046,-1.0062331
0.97610193,-0.7723522,-0.9929114
0.9851071,-0.69531465,-1.0061635
1.0075945,-0.55249286,-0.99789876
0.98516315,-0.6947738,-1.0062426
0.98516154,-0.69478166,-1.0062429
0.98515344,-0.6946557,-1.0062453
0.9851622,-0.69477904,-1.0062426
0.98516124,-0.69478357,-1.006243
0.9851616,-0.69478154,-1.0062429
0.9851607,-0.6947889,-1.0062424
0.888592,-1.0292683,-0.8240418
0.9851616,-0.6947829,-1.0062424
0.9846633,-0.69959295,-1.0055332
0.8951705,-1.0171894,-0.84282213
0.9292001,-0.9710481,-0.91067845
0.8824159,-1.0394089,-0.7595514
0.87178373,-1.0396007,-0.78774256
0.82138765,-1.0364068,-0.7115267
0.8557942,-1.0385144,-0.76207155
0.43845916,-0.9846596,1.0052587
-0.5726565,-0.9537177,1.0710083
-0.5718829,-0.953797,1.0709691
-0.56990397,-0.95383847,1.070919
-0.5727765,-0.9537121,1.0710125
-0.5727762,-0.9537123,1.0710123
-0.62449443,-0.958888,1.0604947
-0.5642416,-0.9536972,1.0701345
-0.55813426,-0.9542246,1.0669696
-0.5251841,-0.78609514,0.9558299
-0.4722164,-0.9521198,1.0672666
0.4543088,-0.7500592,-0.088125326
1.0465012,0.607044,-0.9160481
0.6313715,0.16092733,-1.0799583
0.8821426,0.11820711,-1.0427362
0.79407513,0.9068699,-1.0790567
1.0051951,0.6140009,-1.0086881
0.899696,0.038340766,-1.0627809
0.79154956,-0.40672275,-1.0718411
0.92830366,0.09714881,-1.0232489
1.0077275,0.5666042,-1.0009661
1.0039028,-0.46870187,-1.0074337
0.93860114,0.10372067,-1.016821
0.94641256,0.0014981509,-1.0152494
0.98523796,-0.6943839,-1.0062237
0.9898563,-0.6680329,-1.0050212
0.9850564,-0.6932742,-1.006273
0.9851619,-0.6947789,-1.006243
0.9851636,-0.6947697,-1.0062426
0.985161,-0.694776,-1.0062431
0.98516166,-0.6947806,-1.0062429
0.98516124,-0.6947832,-1.006243
0.98515964,-0.6947989,-1.0062407
0.97178614,-0.80285776,-0.98625034
0.9167325,-0.9947181,-0.8854522
0.9847904,-0.6983718,-1.0057147
0.8544518,-1.0384587,-0.76158506
0.8752934,-1.0398397,-0.79309577
0.8752903,-1.0398399,-0.79310423
0.06426324,-1.002887,0.2855637
0.09421121,-1.0022861,0.3509487
-0.4685947,-0.9589715,1.0671667
-0.56846154,-0.9539014,1.0708723
-0.23563543,-0.97821057,1.0493938
-0.5727877,-0.95371443,1.0710095
-0.57537854,-0.9539008,1.0706674
-0.5725564,-0.953706,1.0710065
-0.5727097,-0.9537139,1.0710104
-0.56704015,-0.95055723,1.0708843
-0.5454918,-0.95411056,1.0701408
-0.5564918,-0.9511372,1.0704356
-0.5043545,-0.8463138,1.0107697
-0.1565208,-0.7672494,1.0706084
0.62334543,0.7409246,-1.0797739
1.0195979,-0.42106205,-0.9067069
0.775952,0.8851587,-1.0794643
0.77449,0.684877,-1.0791605
0.77400875,0.5689616,-1.0800166
0.58110934,0.5920076,-1.0828118
0.9492992,-0.0481263,-1.0146941
1.0307508,-0.25726396,-0.9910358
0.8837469,-0.65673155,-1.0620646
0.9373962,0.077896014,-1.0168065
0.9427542,0.12820521,-1.0160642
0.98514867,-0.6945826,-1.0062466
0.99269,-0.6526705,-1.0042533
1.0291332,-0.3141959,-0.99048615
0.98221314,-0.6540873,-1.0070695
0.9851673,-0.6947438,-1.0062416
0.9964917,-0.6289104,-1.0031542
0.98516124,-0.6947812,-1.0062431
1.0053333,-0.67467713,-0.90513676
0.94483095,0.09608462,-1.0155966
0.98515785,-0.6948167,-1.0062382
0.8796115,-1.0381567,-0.7915245
0.98500854,-0.692725,-1.0062866
0.9841942,-0.70382595,-1.0048685
0.9850978,-0.6935846,-1.0062618
0.88136303,-1.03529,-0.80743176
0.87815547,-1.0377859,-0.79986525
0.9252992,-0.9797103,-0.90163785
1.0190965,-0.44208813,-0.9939001
0.98498017,-0.6947015,-1.0060744
0.3210772,-1.0131824,-0.0104512125
0.98120505,-0.7311746,-1.0005206
0.8752862,-1.0398395,-0.79309577
0.3662489,-1.0152591,-0.06709852
0.87549865,-1.039691,-0.79360044
0.98706126,-1.0300733,0.40724307
0.25530583,-1.0025929,0.51057065
0.8672136,-1.0392983,-0.7809259
0.1860112,-1.0079423,0.1512263
0.10892395,-0.97550726,1.0387152
0.82784855,-1.0383006,-0.74101514
0.16874836,-0.8746892,0.5453219
0.79038113,-0.93918425,-0.79231256
0.88202864,-1.0341663,-0.78110754
0.45861438,-0.6570704,-0.094282344
0.6359107,0.6723567,-1.082628
0.9023223,0.10402324,-1.0377638
0.98621225,-0.68726087,-1.0058526
0.9709678,0.86192596,-1.0486033
0.58154243,0.56089306,-1.0801607
1.0184987,0.09916338,-0.99655396
0.9506901,0.17365089,-1.0157105
0.9386603,0.060690127,-1.0165824
0.985102,-0.69223017,-1.0062631
0.9865564,-0.6869887,-1.0058876
0.9757774,-0.5546684,-1.0087774
0.9828187,-0.66151756,-1.0069038
0.98740226,-0.68292814,-1.0056677
0.9851613,-0.69477904,-1.0062431
0.98516524,-0.694771,-1.006239
0.98516136,-0.6947833,-1.0062428
0.98256236,-0.71914274,-1.0025085
0.9105291,-1.0233042,-0.7768756
0.9873149,-0.6832996,-1.0056908
0.98516124,-0.6947833,-1.006243
0.9851436,-0.6947667,-1.006227
0.98520005,-0.69458234,-1.0062332
0.9555063,-0.89222306,-0.95638055
0.8943879,-1.0237141,-0.8371704
0.8871328,-1.0305816,-0.8206079
1.0030483,-0.5900692,-0.9988103
0.9851622,-0.69477844,-1.0062429
0.9668447,-0.67837334,-0.98922753
0.9851628,-0.69477904,-1.0062386
0.9851525,-0.6946659,-1.0062455
0.87555754,-1.039721,-0.7931623
0.9851606,-0.6947938,-1.0062405
0.91725427,-0.92536044,-0.90691465
0.98516077,-0.694782,-1.0062425
0.98511297,-0.6941332,-1.0062569
0.98614246,-0.6896937,-1.0059799
0.9851615,-0.69478256,-1.006243
0.9851544,-0.6948503,-1.0062333
0.9851606,-0.6947727,-1.0062432
0.9244852,-0.98082036,-0.9012722
0.97234905,-0.79909784,-0.9871249
0.9851377,-0.69500685,-1.0062097
0.9851613,-0.69478244,-1.0062429
0.98483825,-0.6979111,-1.005783
0.25682357,-1.0108006,0.06820288
0.897363,-1.0206003,-0.84381163
0.52108,-0.9890983,0.98811424
-0.17632553,-0.9798467,1.0468837
-0.5963916,-0.96037817,1.0576837
-0.5839846,-0.9547021,1.0693297
-0.572534,-0.9536892,1.0710073
-0.57778865,-0.95493615,1.0691493
-0.80964595,-0.97513777,0.8935124
0.3546301,-0.98218024,1.0146016
-0.45093253,-0.8863173,1.072291
0.6321784,-0.78702724,-0.52625847
0.72397137,0.13737983,0.09122212
0.77842355,0.008920704,0.42032498
0.6670232,0.49470437,-1.0770104
0.77295876,0.9000546,-1.078754
1.0185069,0.855292,-0.9984503
0.73086524,0.8462872,-1.0745374
0.5150897,0.6879118,-1.0788169
0.9730843,0.6572728,-0.78183424
0.7967266,0.928407,-1.0787227
1.0033165,0.32031196,-1.001064
1.0423384,0.7980441,-0.9366275
0.81098175,0.93189454,-1.0787286
0.75941193,0.17256059,-1.0698203
0.62027067,0.7289161,-1.0802462
0.9854494,-0.6879956,-1.0050799
0.87608886,0.42672792,-1.0668555
0.5294849,0.21218818,-1.0806378
0.9824407,0.34710872,-1.0081494
0.9939207,0.33871007,-1.0062767
0.9809989,0.39338616,-1.0112624
0.94464993,0.011453824,-1.0155709
0.94087654,0.02393981,-1.0161928
0.9851618,-0.6947796,-1.0062429
0.9680492,-0.43498406,-1.0106543
0.9404258,0.05258569,-1.0162895
0.9851616,-0.6947808,-1.006243
0.98517185,-0.6947275,-1.0062404
0.9450254,-0.038057037,-1.0154463
0.9851706,-0.69464964,-1.0062408
0.9764163,-0.56807,-1.0086093
0.9851817,-0.69467753,-1.006238
0.9849493,-0.69915664,-1.0048763
0.9851133,-0.69525284,-1.0061734
0.98055774,-0.7367224,-0.99957824
0.9736803,-1.0314791,0.21691427
0.1054681,-1.0045553,0.24504453
0.8755482,-1.0397327,-0.7928424
0.5066447,-0.98925096,0.9833486
-0.5593105,-0.94667107,1.0693705
0.8710542,-1.0387897,-0.78341293
-0.26301414,-0.99401134,0.53039116
0.5145433,-0.87288296,0.15158172
0.726927,0.836932,-1.0791299
0.8380457,0.24046688,-1.0482224
0.6390961,-1.0267135,-0.4250943
0.87576747,-1.0395104,-0.79416615
0.46965623,-0.98558927,1.0005864
0.15696369,-1.0238576,0.055095457
-0.46644032,-0.9580667,1.0674014
-0.5724061,-0.953721,1.0710008
0.20174679,-1.0256119,-0.16653563
0.23191741,-0.9955561,0.7100699
0.84031266,-1.0102025,-0.4973715
0.97780323,0.43991065,-0.9815413
0.1781925,-0.99337846,0.5566827
0.882961,-0.9501424,-0.017085994
0.67268205,0.7964203,-1.0795952
0.98899364,-0.6434301,-0.99752295
1.0032483,0.8631059,-1.0094976
0.9663812,0.21314155,-1.0630672
0.9896594,-0.66241986,-1.0052948
0.66283566,0.6103108,-1.0815464
0.9847477,-0.69240284,-1.006902
0.96625024,0.2793295,-1.0117636
0.98564625,-0.6374025,-1.006212
0.95216894,0.18498658,-1.0143976
0.984433,-0.68463546,-1.0064505
1.0055432,-0.51939803,-1.0003752
0.98063266,-0.630143,-1.0075024
0.98604107,-0.6901415,-1.0060192
0.9375553,0.08089137,-1.0167772
0.98515564,-0.6947777,-1.0062373
0.9856716,-0.6923263,-1.0060414
0.98516005,-0.69476545,-1.0062435
0.8346162,-1.0371563,-0.7316206
0.9801089,-0.7362222,-0.9991636
0.8790559,-1.0394188,-0.77840346
0.8752775,-1.0398394,-0.79309016
0.8903841,-1.033597,-0.78716344
0.98001975,-0.7167239,-1.0001615
0.91307384,-1.0004797,-0.8777981
0.9851614,-0.69478273,-1.006243
0.87570906,-1.0395474,-0.79409343
0.8778498,-1.0380106,-0.79914576
0.8815206,-1.0352267,-0.80774075
0.9272006,-0.97532266,-0.90671897
0.85576695,-1.038488,-0.7608157
0.87529117,-1.0398399,-0.79310536
0.86655414,-1.0392517,-0.7798966
0.4329038,-0.9882632,0.96799594
0.73544717,-1.0154802,0.8365914
0.7241162,-1.0354478,-0.62997186
0.4391912,-0.9871534,0.9803017
-0.6241899,-0.9818845,0.85709685
-0.56992006,-0.9538377,1.0709196
-0.57276154,-0.95371336,1.0710119
-0.048208546,-1.0207235,0.08205011
-0.56967837,-0.95384145,1.0709124
-0.7803758,-0.9725062,0.96010923
-0.2294409,-0.9920372,0.7064678
0.21152186,-0.9782131,1.0305827
0.4756923,-1.0001711,-0.3699165
0.64613795,-0.8607398,0.9974112
-0.5095875,-0.9525799,1.0691348
0.9583556,0.3220642,-1.0048602
0.8892593,-0.9570653,-0.678441
0.80541676,-0.90395725,-1.019315
0.4851278,0.2098948,-1.0816054
0.95762306,0.13166882,-1.013702
0.939631,0.085838996,-1.0164543
0.98244524,-0.6567966,-1.0070077
0.98594415,-0.6841739,-1.0060556
0.9378973,0.08205434,-1.0169251
0.9851616,-0.69477093,-1.006243
0.9847452,-0.6891583,-1.0063616
0.9851614,-0.69478285,-1.006243
0.9852241,-0.69445854,-1.0062269
0.98515314,-0.69467247,-1.0062455
0.98508596,-0.6947501,-1.0061727
0.985224,-0.6944623,-1.0062255
0.9851461,-0.69457275,-1.0062475
0.87528926,-1.0398102,-0.79306906
0.98515433,-0.69468564,-1.0062451
0.9851497,-0.6948966,-1.0062264
0.98410904,-0.7078246,-1.0035975
0.8757448,-1.0395936,-0.79357284
0.98045534,-0.7376084,-0.9994106
0.9851603,-0.6947838,-1.0062422
0.9851577,-0.69477874,-1.0062395
0.98518544,-0.6946364,-1.006237
0.98516506,-0.6947657,-1.0062416
0.9851614,-0.6947832,-1.006243
0.97434485,-0.7852382,-0.9902222
0.98516124,-0.6947833,-1.006243
0.87044024,-1.0386606,-0.74412626
0.9843632,-0.7024887,-1.00509
0.68419355,-1.0268271,-0.35466763
0.7325687,-1.0332488,-0.6032635
0.55481946,-1.0246184,-0.34383273
-0.41796458,-0.959808,1.0656532
-0.5722813,-0.9537256,1.070997
0.46127504,-1.0112242,0.9305435
-0.56643033,-0.95399106,1.0708051
-0.81747675,-0.9752253,0.8868306
0.5019866,-0.9671773,1.0044482
0.36241013,-0.77474606,0.86958474
0.9592009,-0.97911555,-0.74259007
1.0328999,-0.21096766,-0.9814302
0.9243144,-1.0284454,-0.15825315
0.9247236,0.093075246,-1.0250589
0.75472575,0.5195666,-1.0806319
0.76327866,0.6731493,-1.0794711
0.9564681,-0.6699221,-0.979402
1.0438658,-0.37539926,-0.7139371
0.93685377,0.09114849,-1.0168978
0.9924336,-0.6562681,-1.0036108
1.0328488,-0.2590718,-0.9884684
0.9372443,0.052324526,-1.0179572
0.98805004,-0.6793997,-1.0054985
0.9372573,0.09212953,-1.0168349
0.98485816,-0.6900786,-1.0063312
0.9370102,-0.65580684,-0.9610874
0.98481506,-0.69009095,-1.0063417
0.9840559,-0.70635307,-1.0042847
0.8756565,-1.039577,-0.7939785
0.21847908,-1.0092285,0.114226654
0.99300003,-0.6529877,-1.0034027
0.95053613,-0.9206709,-0.9318414
0.93356043,-0.93734115,-0.91104734
0.9848295,-0.7149253,-0.99906063
0.46565285,-1.0077918,0.90307903
0.6006802,-0.884488,0.89036155
0.28086597,-0.97924095,-0.16919564
1.0368295,0.841155,-0.9394384
0.8048787,0.9349995,-1.0786651
0.79097337,0.2403477,-1.0682399
0.98639274,0.454064,-1.0189762
0.8003946,0.92099077,-1.0786886
1.004155,0.56331277,-1.0028094
0.9797615,-0.07507318,-1.0091219
0.89726245,0.31130198,-1.0683602
0.9504837,-0.1300288,-1.014403
0.9614373,-0.32313913,-1.0121515
0.98542565,-0.6932184,-1.0061765
0.95748806,-0.25425777,-1.0129858
0.985175,-0.6947119,-1.0062397
0.9851679,-0.6948004,-1.0062163
0.98313934,-0.6670539,-1.006813
0.97757643,-0.76109153,-0.99513346
0.9851598,-0.69476223,-1.0062435
0.9851615,-0.69478244,-1.006243
0.9852165,-0.6944835,-1.0062292
0.9851617,-0.6947799,-1.006243
0.9851675,-0.6947512,-1.0062416
0.9851614,-0.69478315,-1.006243
0.9851797,-0.6946875,-1.0062385
0.98516124,-0.6947833,-1.006243
0.8815938,-1.0394654,-0.76411796
0.9851349,-0.69503963,-1.0062056
0.8747085,-1.0397996,-0.7922216
0.8770586,-1.0395949,-0.77847165
0.87529093,-1.0398399,-0.7931051
0.6925234,-1.0294828,-0.51836205
0.88205135,-1.0348071,-0.8089769
0.31029266,-0.98099947,1.0210787
0.4573648,-0.98886067,0.9954084
-0.2045523,-0.9985107,0.8902898
-0.5089764,-0.9740542,0.9965781
-0.5722018,-0.95373785,1.0709935
-0.57259375,-0.9536393,1.0710118
-0.56006676,-0.9484695,1.0710773
-0.5727175,-0.9537107,1.0710107
-0.8043261,-0.97281057,0.92695284
0.60358876,-0.8303572,0.62793934
-0.3814665,-0.9560008,1.0650212
-0.27591982,-0.79087776,1.0723754
0.6412841,-0.5302743,0.88415945
0.78523135,0.09109376,-0.99119216
0.80540246,0.9343354,-1.0787872
0.80331117,0.9330225,-1.0787721
0.753104,-0.2820007,0.7055653
0.6001857,0.7128815,-1.080138
0.9696502,0.46505147,-1.0194582
1.0504565,0.21791868,-0.9115253
0.66677725,0.72255135,-1.0822763
1.0050627,0.26316875,-1.0026166
0.781509,0.60513896,-1.0783298
0.97455496,0.34116542,-1.0100883
0.9712382,-0.48255125,-1.0099041
0.96981794,-0.4292524,-1.0102788
0.93700683,0.09020718,-1.0168748
0.98526525,-0.69424504,-1.0062168
0.9851717,-0.6947251,-1.0062406
0.9922239,-0.64781624,-1.0043857
0.9851615,-0.6947821,-1.006243
0.9851626,-0.69477373,-1.0062428
0.9851636,-0.6947665,-1.0062424
0.985162,-0.6947791,-1.0062429
0.98552096,-0.6927301,-1.0061523
0.98516124,-0.6947832,-1.006243
0.98516506,-0.6947805,-1.0062332
0.98516124,-0.6947831,-1.006243
0.872787,-1.0396696,-0.7893201
0.9218251,-0.9858652,-0.89591247
0.8752871,-1.0395197,-0.7934565
0.77062875,-1.0335037,-0.63479203
0.9850551,-0.6958634,-1.006074
0.87534297,-1.0398028,-0.79322916
0.9263317,-0.9766588,-0.905036
0.87376356,-1.0396962,-0.7908416
0.87529045,-1.039839,-0.7931021
0.48532262,-0.98728746,0.9915801
0.39991593,-0.9841206,1.0076189
-0.3840989,-0.98832196,0.7795378
-0.57107544,-0.9537872,1.0709572
-0.57233584,-0.9537521,1.0709931
-0.5727172,-0.9537227,1.0710033
-0.59712183,-0.98475105,0.79406387
-0.69652313,-0.94317204,0.85158885
0.56384724,-0.94594437,1.0059592
-0.5415505,-0.9431471,1.0709714
0.3950875,-0.7441361,-0.22200091
1.0286444,0.6262679,-0.9565517
0.9687262,-0.74520016,-0.81479865
0.66033506,0.7167834,-1.0823599
0.5149507,0.27991432,-1.0816051
0.9365989,0.10362559,-1.0184269
1.0075082,-0.5455152,-0.9999179
1.0132357,-0.4398499,-1.0028454
0.92946184,0.15089878,-1.0234926
0.9769299,-0.16460533,-1.0123656
0.9856117,-0.69235045,-1.006113
0.9359631,0.074786246,-1.0181588
0.98505896,-0.6931234,-1.0062639
0.9855248,-0.69286424,-1.006129
0.9509837,0.17951499,-1.0146016
1.0156524,-0.47359228,-0.9966164
0.9920888,-0.5993362,-1.004504
